,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_age_motion_r_a,med_age_motion_p_a,med_age_motion_r_b,med_age_motion_p_b
0,20.0,6.0,18.0,20.0,-1.13138259453,3.06177180571,0.0129915566866,0.533329438436,-0.109667369323,0.403246403932,-0.160269596097,0.389919958883
