,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_age_motion_r_a,med_age_motion_p_a,med_age_motion_r_b,med_age_motion_p_b
0,40.0,6.0,18.0,50.0,-0.876926635427,2.46535153419,0.129309366361,0.551037477983,-0.0984697271168,0.456745612279,-0.106977283934,0.437143974242
