,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_age_motion_r_a,med_age_motion_p_a,med_age_motion_r_b,med_age_motion_p_b
0,15.0,6.0,18.0,100.0,-0.786619274112,1.72704519601,0.196708712955,0.45824042999,-0.163379490812,0.104335869024,-0.135572288734,0.178659941926
