,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_age_motion_r_a,med_age_motion_p_a,med_age_motion_r_b,med_age_motion_p_b
0,20.0,6.0,18.0,80.0,-0.751805795746,2.51984455794,0.184357337304,0.533858071186,-0.105962242267,0.343594988637,-0.123982896023,0.273205688876
