,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_age_motion_r_a,med_age_motion_p_a,med_age_motion_r_b,med_age_motion_p_b
0,35.0,6.0,18.0,90.0,-0.676379864959,2.24910943392,0.21225140083,0.633900865847,-0.119814258984,0.247972746057,-0.123914590449,0.244593844081
