,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_age_motion_r_a,med_age_motion_p_a,med_age_motion_r_b,med_age_motion_p_b
0,20.0,6.0,18.0,50.0,-0.975227893747,3.09488389716,0.0742395957333,0.577293847637,-0.100541335648,0.423358719731,-0.11988545485,0.390038486892
