,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_age_motion_r_a,med_age_motion_p_a,med_age_motion_r_b,med_age_motion_p_b
0,30.0,6.0,18.0,50.0,-0.870718202756,2.73681487709,0.126834957114,0.651808252711,-0.178523117213,0.20534109026,-0.198706228848,0.166553833887
