motion_thresh,med_rsq,CI_95,n,age_l,age_u,med_age_motion_r_a,med_age_motion_p_a,med_age_motion_r_b,med_age_motion_p_b
45.0,-1.09892834183,3.07146927738,30.0,6.0,18.0,-0.122302131861,0.41974847504,-0.122876110202,0.410716557901
45.0,-1.11949957812,4.74568654643,40.0,6.0,18.0,-0.132706756068,0.386054913886,-0.143812605788,0.366247981798
45.0,-0.991924627551,3.24238803284,50.0,6.0,18.0,-0.155127052392,0.282075829638,-0.136201640995,0.303549785512
45.0,-0.841186016373,2.33961378203,60.0,6.0,18.0,-0.108027814214,0.396760217038,-0.103952854456,0.372405799108
45.0,-0.768967905148,2.90335502252,70.0,6.0,18.0,-0.129300926714,0.286121620468,-0.137806381933,0.255299560386
45.0,-0.686254014893,2.03309490263,80.0,6.0,18.0,-0.121863097414,0.28157692991,-0.11081834212,0.312863240397
45.0,-0.616145035393,1.95481176034,90.0,6.0,18.0,-0.118738112937,0.265074385461,-0.129881534056,0.222439568589
45.0,-0.58917103822,1.76643879725,100.0,6.0,18.0,-0.112524899954,0.265009588563,-0.126250671969,0.210708160779
50.0,-1.39918959896,2.9514052396,10.0,6.0,18.0,-0.235875299852,0.370904118813,-0.160093747504,0.392237427422
50.0,-1.17877066618,3.08343578371,20.0,6.0,18.0,-0.125662898742,0.491386990844,-0.172614210833,0.381587569754
50.0,-1.240530883,3.34480554377,30.0,6.0,18.0,-0.13993642076,0.337112562988,-0.158917838745,0.351541852326
50.0,-1.23045377137,3.62358547799,40.0,6.0,18.0,-0.122806225398,0.436846062831,-0.1769472021,0.267814051812
50.0,-0.895314180778,3.03670577819,50.0,6.0,18.0,-0.141693255601,0.306429286407,-0.14928241723,0.295791048256
50.0,-0.885373607041,3.2035876004,60.0,6.0,18.0,-0.122809582598,0.331239384179,-0.159076425002,0.218960022499
50.0,-0.699346770956,2.48749294584,70.0,6.0,18.0,-0.115441698012,0.341274426143,-0.151530869902,0.199197785674
50.0,-0.720951894363,2.27392978922,80.0,6.0,18.0,-0.132665653649,0.240762440951,-0.13852809543,0.220493748342
50.0,-0.623707920035,2.38188219148,90.0,6.0,18.0,-0.131928308081,0.206601107641,-0.147147464496,0.166382530504
50.0,-0.642428841624,2.94480845562,100.0,6.0,18.0,-0.142711912316,0.156673283353,-0.143491586693,0.154488288101
