,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_age_motion_r_a,med_age_motion_p_a,med_age_motion_r_b,med_age_motion_p_b
0,15.0,6.0,18.0,60.0,-0.894122158825,2.9581509023,0.121183088918,0.607296019688,-0.16188404146,0.209394708052,-0.172694202735,0.180894034408
