,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_age_motion_r_a,med_age_motion_p_a,med_age_motion_r_b,med_age_motion_p_b
0,15.0,6.0,18.0,40.0,-0.960728864554,2.06710811787,0.0878434229251,0.510744464268,-0.150563895266,0.34300450265,-0.167868241448,0.289962434392
