,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_age_motion_r_a,med_age_motion_p_a,med_age_motion_r_b,med_age_motion_p_b
0,15.0,6.0,18.0,20.0,-1.05499066444,2.22437413315,-0.00197183254468,0.469863187756,-0.0986060818196,0.511497069599,-0.156307121939,0.424595196114
