,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_age_motion_r_a,med_age_motion_p_a,med_age_motion_r_b,med_age_motion_p_b
0,30.0,6.0,18.0,90.0,-0.60829101841,1.42763284168,0.245513717654,0.450773165565,-0.163627751103,0.123312937353,-0.152880613718,0.150342445717
