motion_thresh,med_rsq,CI_95,med_icc,CI_95_icc,n,age_l,age_u
25.0,0.914105333655,0.130282397317,0.957869876746,0.059116017491,30.0,6.0,18.0
35.0,0.930765145493,0.119940321043,0.965675479236,0.0609094380894,40.0,6.0,18.0
50.0,0.75838509548,0.392064259996,0.875100916981,0.1704655735,10.0,6.0,18.0
55.0,0.96354957033,0.0587279751237,0.9818618509,0.0281936953168,80.0,6.0,18.0
45.0,0.745941079996,0.358944480083,0.87607106252,0.163350019631,10.0,6.0,18.0
15.0,0.969762848367,0.0441924915454,0.984779117301,0.0214174377456,90.0,6.0,18.0
40.0,0.971031146143,0.0588949587003,0.985562213082,0.02699408303,100.0,6.0,18.0
55.0,0.871717193974,0.153751951127,0.935679013516,0.0760540664072,20.0,6.0,18.0
70.0,0.972354194328,0.0490364863918,0.986217997175,0.0242207597368,100.0,6.0,18.0
45.0,0.927691372158,0.119331019547,0.9649472821,0.0549832808709,40.0,6.0,18.0
20.0,0.972810455959,0.0616783999053,0.986590829759,0.0308048965453,100.0,6.0,18.0
45.0,0.874477941039,0.2359624756,0.937877155088,0.107487803329,20.0,6.0,18.0
10.0,0.970867586862,0.0294896463522,0.985390630772,0.0150776235918,90.0,6.0,18.0
50.0,0.973678303476,0.0404619996689,0.986881844786,0.0192676311624,100.0,6.0,18.0
75.0,0.947501900515,0.0630120608116,0.973566187516,0.0273649116162,50.0,6.0,18.0
50.0,0.954522136144,0.0647142094705,0.977156583623,0.0330816846567,60.0,6.0,18.0
80.0,0.930908675002,0.133317834808,0.965619432691,0.0582852049431,40.0,6.0,18.0
75.0,0.967737218616,0.042531748778,0.983616233592,0.0208366409269,90.0,6.0,18.0
45.0,0.913864487696,0.162954632377,0.957532605943,0.0827481910909,30.0,6.0,18.0
35.0,0.961761255699,0.0424385047682,0.981027360121,0.0216436509344,70.0,6.0,18.0
55.0,0.954384477055,0.0689811668991,0.977401244093,0.0332038293337,60.0,6.0,18.0
40.0,0.96991817848,0.0549544315155,0.984982264659,0.0293349908736,90.0,6.0,18.0
25.0,0.973353719972,0.0436177126649,0.986488021103,0.0222021361367,100.0,6.0,18.0
20.0,0.736554447152,0.523537280353,0.870198506897,0.221841046115,10.0,6.0,18.0
5.0,0.954247988948,0.05820348772,0.977247860992,0.0280265715039,60.0,6.0,18.0
55.0,0.960279591975,0.0608962425101,0.980224310608,0.0284247280147,70.0,6.0,18.0
5.0,0.911389299155,0.13875182903,0.955749113676,0.0656391806905,30.0,6.0,18.0
20.0,0.905099885019,0.1261346505,0.952964372934,0.0559485334708,30.0,6.0,18.0
60.0,0.962596955802,0.081796365104,0.981576392536,0.0409770700269,80.0,6.0,18.0
40.0,0.911873771914,0.132069778359,0.955906692511,0.0656282206613,30.0,6.0,18.0
30.0,0.972472973929,0.0451646301555,0.986184163352,0.0225105431586,100.0,6.0,18.0
10.0,0.868948674806,0.125526238067,0.933629143839,0.0552015257883,20.0,6.0,18.0
75.0,0.97333276876,0.0328181591958,0.986603834334,0.0163756363108,100.0,6.0,18.0
65.0,0.735935872489,0.345644176224,0.874861286068,0.134518709599,10.0,6.0,18.0
35.0,0.8680754504,0.219874732971,0.934556779207,0.0923954668764,20.0,6.0,18.0
55.0,0.913654870014,0.0955869189087,0.957167802984,0.0514897038302,30.0,6.0,18.0
30.0,0.74915226586,0.289599476413,0.872618255131,0.12489581129,10.0,6.0,18.0
15.0,0.954438695649,0.0613971829319,0.977316111159,0.0308296178331,60.0,6.0,18.0
80.0,0.947353766662,0.0849152240131,0.97308869468,0.0440849949197,50.0,6.0,18.0
20.0,0.874715714546,0.171219703636,0.937080233673,0.0783754035196,20.0,6.0,18.0
75.0,0.738147435527,0.506628933071,0.871977485267,0.187002966286,10.0,6.0,18.0
50.0,0.966684120082,0.0462786068253,0.983413547815,0.0222866920228,80.0,6.0,18.0
80.0,0.970736321372,0.0447325182826,0.98520633163,0.022335898788,100.0,6.0,18.0
60.0,0.872422499797,0.189452815927,0.936103382618,0.0761295032517,20.0,6.0,18.0
65.0,0.862311658845,0.276772925952,0.93218249187,0.116983911187,20.0,6.0,18.0
60.0,0.967926855434,0.0618617204862,0.984118044756,0.0304086230237,90.0,6.0,18.0
60.0,0.96143035633,0.0706965426871,0.981050692505,0.0322294675327,70.0,6.0,18.0
15.0,0.96197753286,0.0496001185576,0.98116984623,0.0227132766805,70.0,6.0,18.0
50.0,0.90787092869,0.157657073325,0.95450064099,0.0812072540529,30.0,6.0,18.0
5.0,0.944224444696,0.0591647815711,0.972198373662,0.0274493578764,50.0,6.0,18.0
40.0,0.953359471234,0.0685599237093,0.976543104515,0.0349749505902,60.0,6.0,18.0
5.0,0.873821351729,0.192913657515,0.937016038726,0.0847762304325,20.0,6.0,18.0
75.0,0.965047547246,0.0616397208748,0.982428825165,0.0300593147362,80.0,6.0,18.0
50.0,0.933885725526,0.123034272841,0.967036558035,0.0550237775436,40.0,6.0,18.0
50.0,0.960701452212,0.0585825431367,0.98034512692,0.0288246311739,70.0,6.0,18.0
80.0,0.856118482092,0.268883936596,0.930452971456,0.113624248941,20.0,6.0,18.0
40.0,0.963902264368,0.0522669795095,0.981930021217,0.024640621169,80.0,6.0,18.0
20.0,0.955377301931,0.0578677733963,0.978069387678,0.0290033622963,60.0,6.0,18.0
10.0,0.959329738109,0.0438224127705,0.979969807203,0.0220558790342,70.0,6.0,18.0
60.0,0.932146677162,0.0963105495457,0.965603803806,0.0469981275245,40.0,6.0,18.0
10.0,0.913004061772,0.118073120472,0.956449759447,0.0568480727638,30.0,6.0,18.0
30.0,0.935249096332,0.0980417905948,0.968006125686,0.0506984419994,40.0,6.0,18.0
55.0,0.932613691777,0.108758221562,0.965774662266,0.0516484306011,40.0,6.0,18.0
15.0,0.973679089796,0.0399156450499,0.986927284363,0.0196031378237,100.0,6.0,18.0
10.0,0.973087243566,0.0423688856037,0.986621511003,0.0202239506198,100.0,6.0,18.0
40.0,0.755545670087,0.47736302178,0.878138061004,0.184547813425,10.0,6.0,18.0
70.0,0.865448079713,0.2622511319,0.932981001065,0.110504206926,20.0,6.0,18.0
5.0,0.961690227096,0.0512151045685,0.980767131372,0.02646315475,70.0,6.0,18.0
40.0,0.865439840494,0.248467527468,0.932879164838,0.113684888588,20.0,6.0,18.0
70.0,0.948693611018,0.0760017535955,0.974279881426,0.0367820042747,50.0,6.0,18.0
35.0,0.972917610295,0.0431337410167,0.986302476315,0.0207763600152,100.0,6.0,18.0
25.0,0.957301081178,0.0483088615655,0.978702963113,0.023889230191,60.0,6.0,18.0
25.0,0.755239237147,0.378097318503,0.876995620196,0.162594627004,10.0,6.0,18.0
55.0,0.972608426361,0.0348739635748,0.986287062595,0.0168069744045,100.0,6.0,18.0
25.0,0.965188880379,0.0445719066381,0.982681534832,0.0219956455104,80.0,6.0,18.0
30.0,0.946732297052,0.067516486382,0.973496483537,0.0350825031128,50.0,6.0,18.0
80.0,0.965408782641,0.0414785536053,0.982579206827,0.0197197476917,80.0,6.0,18.0
30.0,0.966467829136,0.0427358890647,0.9832613041,0.0208327577949,80.0,6.0,18.0
15.0,0.867736923796,0.202852762863,0.933521520321,0.0911665279938,20.0,6.0,18.0
20.0,0.948222154751,0.0776220745656,0.974197114903,0.0380196472125,50.0,6.0,18.0
50.0,0.947776550327,0.0813954983881,0.973778531066,0.0395757724287,50.0,6.0,18.0
40.0,0.960504549203,0.0517687786389,0.980272239076,0.0261308528549,70.0,6.0,18.0
20.0,0.967433881496,0.0426802865264,0.983762479098,0.0201198303806,80.0,6.0,18.0
20.0,0.961862857896,0.0456903141906,0.981079047047,0.0234219542536,70.0,6.0,18.0
80.0,0.912054688576,0.165716652301,0.955104714615,0.0751075755567,30.0,6.0,18.0
5.0,0.93439740773,0.0929785515924,0.967300825785,0.0424396101742,40.0,6.0,18.0
30.0,0.958772612403,0.0652635554792,0.979397093776,0.0311796868191,70.0,6.0,18.0
75.0,0.905510549713,0.247037969151,0.95339399022,0.10220167664,30.0,6.0,18.0
80.0,0.955113271513,0.0847512266428,0.97741468016,0.0420474525431,60.0,6.0,18.0
5.0,0.973750907385,0.0380450706454,0.986889462311,0.0183841388624,100.0,6.0,18.0
