,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_pear_r,pear_r_CI,med_spear_r,spear_R_CI
0,20.0,6.0,18.0,80.0,0.964914868372,0.0555849534245,0.982748545259,0.0277959578975,0.247985402417,0.306891538479,0.242766797862,0.28656680952
