,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_pear_r,pear_r_CI,med_spear_r,spear_R_CI
0,50.0,6.0,18.0,100.0,0.971958127787,0.0401997862214,0.986005454246,0.0210586712498,0.344501000193,0.305234110111,0.330692888109,0.305562098995
