,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_pear_r,pear_r_CI,med_spear_r,spear_R_CI
0,60.0,6.0,18.0,50.0,0.947888358554,0.10069053631,0.974161890441,0.0470282878798,0.187946412758,0.334390333443,0.176019863644,0.333207922099
