,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_pear_r,pear_r_CI,med_spear_r,spear_R_CI
0,50.0,6.0,18.0,80.0,0.964014615104,0.0485934188374,0.98193223198,0.0238801343572,0.284341378548,0.324269881436,0.27696411468,0.304550618585
