,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_pear_r,pear_r_CI,med_spear_r,spear_R_CI
0,15.0,6.0,18.0,190.0,0.984702954766,0.0186640435862,0.99227297082,0.00948178652865,0.433104995714,0.293176500179,0.415889955513,0.283137113926
