,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_pear_r,pear_r_CI,med_spear_r,spear_R_CI
0,30.0,6.0,18.0,30.0,0.911244649458,0.143709887306,0.956254952793,0.0701847036242,0.128018721093,0.328684222608,0.122102407399,0.310878880605
