,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_pear_r,pear_r_CI,med_spear_r,spear_R_CI
0,15.0,6.0,18.0,70.0,0.962829300768,0.0532552969225,0.981430737231,0.0263133068506,0.224410561403,0.302384930018,0.21638745453,0.292310305232
