,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_pear_r,pear_r_CI,med_spear_r,spear_R_CI
0,30.0,6.0,18.0,90.0,0.970733324468,0.0521323826704,0.985445675444,0.0256384863075,0.291711140881,0.288547721894,0.28523891929,0.281044223062
