,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_pear_r,pear_r_CI,med_spear_r,spear_R_CI
0,50.0,6.0,18.0,90.0,0.969152568881,0.0422273512004,0.984675825427,0.0217270914256,0.30984163603,0.297486825426,0.299768655716,0.28752172583
