,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_pear_r,pear_r_CI,med_spear_r,spear_R_CI
0,50.0,6.0,18.0,70.0,0.963293499107,0.0455023849221,0.981417696657,0.0211763094158,0.238498502518,0.33886496717,0.238109469294,0.33617844788
