,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_pear_r,pear_r_CI,med_spear_r,spear_R_CI
0,5.0,6.0,18.0,70.0,0.960326019169,0.0425645787003,0.980256847279,0.0215767227655,0.204629779413,0.305858005676,0.195309890095,0.294266928667
