,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_pear_r,pear_r_CI,med_spear_r,spear_R_CI
0,15.0,6.0,18.0,50.0,0.944485626732,0.0654039126399,0.972811053425,0.0299684265569,0.164105808337,0.308129243063,0.163163113212,0.293096250841
