,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_pear_r,pear_r_CI,med_spear_r,spear_R_CI
0,45.0,6.0,18.0,190.0,0.985379473927,0.0264647736033,0.992668387593,0.0129883612344,0.468569881775,0.223256643134,0.450651161591,0.217945043532
