,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_pear_r,pear_r_CI,med_spear_r,spear_R_CI
0,20.0,6.0,18.0,30.0,0.912364061616,0.114292898936,0.955517264984,0.0530713314114,0.104212229625,0.330914152009,0.100544599993,0.309850617229
