,motion_thresh,age_l,age_u,n,med_rsq,CI_95,med_icc,CI_95_icc,med_pear_r,pear_r_CI,med_spear_r,spear_R_CI
0,35.0,6.0,18.0,70.0,0.95995810845,0.0603012768827,0.98019899717,0.0285273863026,0.253600763429,0.293128430647,0.246892602365,0.295455328843
